date,campaign,channel,category,region,customer_segment,device,impressions,clicks,conversions,new_customers,returning_customers,cost,revenue,ctr,conversion_rate,cpc,roas,profit
2026-07-04,Product Launch,Instagram,Technology,South,High Value,Mobile,43655,1445,96,66,30,5483.49,49299.35,3.31,6.64,3.79,8.99,43815.86
2026-07-04,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Tablet,20428,1132,73,38,35,561.47,149791.96,5.54,6.45,0.5,266.79,149230.49
2026-07-05,Summer Sale,Facebook,Retail,North,Returning Customers,Tablet,20988,1615,181,112,69,4047.35,145648.19,7.69,11.21,2.51,35.99,141600.84
2026-07-05,Search Growth,Google Ads,E-commerce,South,New Customers,Tablet,75833,6193,413,259,154,2684.97,285796.93,8.17,6.67,0.43,106.44,283111.96
2026-07-05,Creator Campaign,Instagram,Retail,East,New Customers,Desktop,60525,4202,475,297,178,1006.0,305328.85,6.94,11.3,0.24,303.51,304322.85
2026-07-05,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Tablet,50877,1482,154,107,47,2569.95,313789.69,2.91,10.39,1.73,122.1,311219.74
2026-07-05,Festive Offers,Google Ads,E-commerce,North,High Value,Desktop,52809,2117,154,62,92,1361.48,246859.04,4.01,7.27,0.64,181.32,245497.56
2026-07-05,Brand Awareness,Facebook,Retail,West,High Value,Mobile,48003,1356,72,47,25,1632.59,110523.97,2.82,5.31,1.2,67.7,108891.38
2026-07-05,Product Launch,Instagram,Technology,South,Small Business,Desktop,21840,1673,96,39,57,4249.54,110838.99,7.66,5.74,2.54,26.08,106589.45
2026-07-05,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Desktop,40986,1237,134,77,57,3852.44,252968.28,3.02,10.83,3.11,65.66,249115.84
2026-07-06,Summer Sale,Facebook,Retail,North,Small Business,Desktop,99121,3952,127,60,67,4076.78,130222.6,3.99,3.21,1.03,31.94,126145.82
2026-07-06,Search Growth,Google Ads,E-commerce,South,New Customers,Tablet,20966,1274,63,31,32,2162.32,32807.62,6.08,4.95,1.7,15.17,30645.3
2026-07-06,Creator Campaign,Instagram,Retail,East,Returning Customers,Tablet,24838,1632,158,99,59,2161.14,298283.66,6.57,9.68,1.32,138.02,296122.52
2026-07-06,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Tablet,45554,1141,32,23,9,4364.92,58207.9,2.5,2.8,3.83,13.34,53842.98
2026-07-06,Festive Offers,Google Ads,E-commerce,North,New Customers,Tablet,19905,1443,97,45,52,5163.36,44790.0,7.25,6.72,3.58,8.67,39626.64
2026-07-06,Brand Awareness,Facebook,Retail,West,Small Business,Desktop,64214,4660,390,287,103,1931.43,387322.47,7.26,8.37,0.41,200.54,385391.04
2026-07-06,Product Launch,Instagram,Technology,South,Returning Customers,Desktop,58020,3373,215,146,69,3688.11,259416.2,5.81,6.37,1.09,70.34,255728.09
2026-07-06,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Desktop,62383,5048,396,271,125,2116.73,666931.36,8.09,7.84,0.42,315.08,664814.63
2026-07-07,Summer Sale,Facebook,Retail,North,High Value,Mobile,67254,4706,420,230,190,5137.73,342354.32,7.0,8.92,1.09,66.64,337216.59
2026-07-07,Search Growth,Google Ads,E-commerce,South,New Customers,Tablet,79812,2007,213,144,69,4897.96,143985.57,2.51,10.61,2.44,29.4,139087.61
2026-07-07,Creator Campaign,Instagram,Retail,East,Small Business,Desktop,67547,3277,347,121,226,2552.97,502591.68,4.85,10.59,0.78,196.87,500038.71
2026-07-07,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Mobile,50692,3451,272,169,103,2466.79,507929.76,6.81,7.88,0.71,205.91,505462.97
2026-07-07,Festive Offers,Google Ads,E-commerce,North,Small Business,Tablet,62020,4182,497,324,173,6166.36,1022871.73,6.74,11.88,1.47,165.88,1016705.37
2026-07-07,Brand Awareness,Facebook,Retail,West,Small Business,Mobile,54636,1930,147,102,45,3936.43,200140.5,3.53,7.62,2.04,50.84,196204.07
2026-07-07,Product Launch,Instagram,Technology,South,Returning Customers,Tablet,65648,3634,240,164,76,1343.34,172481.88,5.54,6.6,0.37,128.4,171138.54
2026-07-07,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Tablet,38496,1074,28,17,11,2229.51,20654.56,2.79,2.61,2.08,9.26,18425.05
2026-07-08,Summer Sale,Facebook,Retail,North,New Customers,Desktop,72693,4400,174,98,76,2588.64,348938.23,6.05,3.95,0.59,134.8,346349.59
2026-07-08,Search Growth,Google Ads,E-commerce,South,New Customers,Mobile,109945,4234,238,178,60,3996.77,307053.35,3.85,5.62,0.94,76.83,303056.58
2026-07-08,Creator Campaign,Instagram,Retail,East,Small Business,Mobile,31656,2431,188,87,101,2233.81,255425.39,7.68,7.73,0.92,114.35,253191.58
2026-07-08,B2B Lead Generation,LinkedIn,B2B,West,High Value,Desktop,59946,3290,371,235,136,2951.13,500871.83,5.49,11.28,0.9,169.72,497920.7
2026-07-08,Festive Offers,Google Ads,E-commerce,North,Small Business,Desktop,23791,858,100,54,46,5288.29,195628.34,3.61,11.66,6.16,36.99,190340.05
2026-07-08,Brand Awareness,Facebook,Retail,West,Returning Customers,Mobile,70011,3038,295,155,140,1236.74,291265.55,4.34,9.71,0.41,235.51,290028.81
2026-07-08,Product Launch,Instagram,Technology,South,Returning Customers,Desktop,65843,4885,241,158,83,4705.08,139538.07,7.42,4.93,0.96,29.66,134832.99
2026-07-08,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Desktop,55800,2739,256,129,127,3819.5,473919.41,4.91,9.35,1.39,124.08,470099.91
2026-07-09,Summer Sale,Facebook,Retail,North,Small Business,Mobile,85129,3622,367,141,226,2729.69,682797.45,4.25,10.13,0.75,250.14,680067.76
2026-07-09,Search Growth,Google Ads,E-commerce,South,High Value,Mobile,24744,2099,225,118,107,6665.85,475816.48,8.48,10.72,3.18,71.38,469150.63
2026-07-09,Creator Campaign,Instagram,Retail,East,New Customers,Mobile,33092,1822,83,33,50,4931.11,37931.46,5.51,4.56,2.71,7.69,33000.35
2026-07-09,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Tablet,26788,989,45,26,19,3079.22,46041.58,3.69,4.55,3.11,14.95,42962.36
2026-07-09,Festive Offers,Google Ads,E-commerce,North,High Value,Desktop,96291,6419,383,281,102,1686.76,387221.47,6.67,5.97,0.26,229.57,385534.71
2026-07-09,Brand Awareness,Facebook,Retail,West,Small Business,Tablet,55471,2310,156,89,67,4239.42,252685.09,4.16,6.75,1.84,59.6,248445.67
2026-07-09,Product Launch,Instagram,Technology,South,High Value,Tablet,33605,2136,91,53,38,1331.73,194648.88,6.36,4.26,0.62,146.16,193317.15
2026-07-09,Enterprise Outreach,LinkedIn,B2B,East,High Value,Desktop,34632,2089,64,42,22,3484.66,53064.3,6.03,3.06,1.67,15.23,49579.64
2026-07-10,Summer Sale,Facebook,Retail,North,Returning Customers,Mobile,76072,2039,209,136,73,1856.41,112997.72,2.68,10.25,0.91,60.87,111141.31
2026-07-10,Search Growth,Google Ads,E-commerce,South,Small Business,Mobile,55691,2693,130,56,74,6512.48,126142.47,4.84,4.83,2.42,19.37,119629.99
2026-07-10,Creator Campaign,Instagram,Retail,East,New Customers,Desktop,52743,2323,76,53,23,1387.9,89668.03,4.4,3.27,0.6,64.61,88280.13
2026-07-10,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Desktop,15436,582,64,28,36,3977.66,104898.49,3.77,11.0,6.83,26.37,100920.83
2026-07-10,Festive Offers,Google Ads,E-commerce,North,New Customers,Tablet,46545,1522,92,54,38,3983.54,99349.16,3.27,6.04,2.62,24.94,95365.62
2026-07-10,Brand Awareness,Facebook,Retail,West,Returning Customers,Mobile,33497,1532,153,88,65,4424.32,155074.63,4.57,9.99,2.89,35.05,150650.31
2026-07-10,Product Launch,Instagram,Technology,South,New Customers,Tablet,88874,6156,253,107,146,3017.76,329489.39,6.93,4.11,0.49,109.18,326471.63
2026-07-10,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Desktop,16568,760,87,31,56,2739.49,97219.71,4.59,11.45,3.6,35.49,94480.22
2026-07-11,Summer Sale,Facebook,Retail,North,New Customers,Desktop,74118,4265,411,151,260,3279.85,400301.72,5.75,9.64,0.77,122.05,397021.87
2026-07-11,Search Growth,Google Ads,E-commerce,South,High Value,Mobile,22758,1156,125,77,48,2526.53,181824.64,5.08,10.81,2.19,71.97,179298.11
2026-07-11,Creator Campaign,Instagram,Retail,East,New Customers,Mobile,20007,897,79,55,24,2667.0,137052.47,4.48,8.81,2.97,51.39,134385.47
2026-07-11,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Tablet,57501,4860,469,301,168,3832.37,894214.69,8.45,9.65,0.79,233.33,890382.32
2026-07-11,Festive Offers,Google Ads,E-commerce,North,Small Business,Tablet,87133,4662,399,208,191,3647.47,773786.58,5.35,8.56,0.78,212.14,770139.11
2026-07-11,Brand Awareness,Facebook,Retail,West,High Value,Tablet,68831,5021,584,381,203,1705.34,988031.14,7.29,11.63,0.34,579.37,986325.8
2026-07-11,Product Launch,Instagram,Technology,South,Small Business,Desktop,33974,2018,161,72,89,1653.3,347145.74,5.94,7.98,0.82,209.97,345492.44
2026-07-11,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Desktop,52016,3784,253,175,78,1285.3,197512.21,7.27,6.69,0.34,153.67,196226.91
2026-07-12,Summer Sale,Facebook,Retail,North,New Customers,Tablet,19304,1313,64,27,37,5888.03,63472.04,6.8,4.87,4.48,10.78,57584.01
2026-07-12,Search Growth,Google Ads,E-commerce,South,Returning Customers,Mobile,28841,1606,108,52,56,5813.5,136409.89,5.57,6.72,3.62,23.46,130596.39
2026-07-12,Creator Campaign,Instagram,Retail,East,Returning Customers,Mobile,34368,2772,112,43,69,5171.08,114476.21,8.07,4.04,1.87,22.14,109305.13
2026-07-12,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Desktop,26920,767,76,46,30,2528.2,79019.22,2.85,9.91,3.3,31.26,76491.02
2026-07-12,Festive Offers,Google Ads,E-commerce,North,Small Business,Desktop,73803,6101,547,298,249,5319.34,1004698.93,8.27,8.97,0.87,188.88,999379.59
2026-07-12,Brand Awareness,Facebook,Retail,West,Returning Customers,Tablet,61050,1812,175,119,56,4785.12,104773.52,2.97,9.66,2.64,21.9,99988.4
2026-07-12,Product Launch,Instagram,Technology,South,New Customers,Desktop,51018,2881,325,159,166,5839.99,218983.11,5.65,11.28,2.03,37.5,213143.12
2026-07-12,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Desktop,50520,1934,108,62,46,608.85,77615.6,3.83,5.58,0.31,127.48,77006.75
2026-07-13,Summer Sale,Facebook,Retail,North,High Value,Mobile,66968,4801,309,133,176,2415.31,147475.26,7.17,6.44,0.5,61.06,145059.95
2026-07-13,Search Growth,Google Ads,E-commerce,South,High Value,Tablet,51879,1851,49,29,20,1965.26,79168.04,3.57,2.65,1.06,40.28,77202.78
2026-07-13,Creator Campaign,Instagram,Retail,East,Small Business,Mobile,32464,1917,72,37,35,3237.17,40160.98,5.91,3.76,1.69,12.41,36923.81
2026-07-13,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Desktop,35415,1794,92,60,32,3193.59,176792.06,5.07,5.13,1.78,55.36,173598.47
2026-07-13,Festive Offers,Google Ads,E-commerce,North,High Value,Tablet,26476,711,66,31,35,3813.31,60970.59,2.69,9.28,5.36,15.99,57157.28
2026-07-13,Brand Awareness,Facebook,Retail,West,Returning Customers,Mobile,76653,4787,336,180,156,3312.38,394480.49,6.25,7.02,0.69,119.09,391168.11
2026-07-13,Product Launch,Instagram,Technology,South,Returning Customers,Tablet,22997,1520,43,26,17,4967.74,40644.21,6.61,2.83,3.27,8.18,35676.47
2026-07-13,Enterprise Outreach,LinkedIn,B2B,East,High Value,Tablet,47403,3041,251,161,90,3977.77,336240.17,6.42,8.25,1.31,84.53,332262.4
2026-07-14,Summer Sale,Facebook,Retail,North,New Customers,Desktop,64401,2704,176,89,87,2439.54,192156.87,4.2,6.51,0.9,78.77,189717.33
2026-07-14,Search Growth,Google Ads,E-commerce,South,New Customers,Desktop,81390,3108,315,120,195,3780.24,531067.07,3.82,10.14,1.22,140.49,527286.83
2026-07-14,Creator Campaign,Instagram,Retail,East,New Customers,Mobile,71965,4717,271,155,116,4993.59,275665.91,6.55,5.75,1.06,55.2,270672.32
2026-07-14,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Mobile,27443,1707,118,46,72,1983.21,95161.85,6.22,6.91,1.16,47.98,93178.64
2026-07-14,Festive Offers,Google Ads,E-commerce,North,Small Business,Desktop,67414,3353,84,43,41,6065.17,40737.05,4.97,2.51,1.81,6.72,34671.88
2026-07-14,Brand Awareness,Facebook,Retail,West,High Value,Tablet,61929,4946,458,167,291,2632.86,987115.29,7.99,9.26,0.53,374.92,984482.43
2026-07-14,Product Launch,Instagram,Technology,South,Small Business,Tablet,23630,1907,93,51,42,1522.18,149804.56,8.07,4.88,0.8,98.41,148282.38
2026-07-14,Enterprise Outreach,LinkedIn,B2B,East,High Value,Mobile,40677,3273,274,110,164,1644.83,315131.91,8.05,8.37,0.5,191.59,313487.08
2026-07-15,Summer Sale,Facebook,Retail,North,New Customers,Mobile,56634,4169,383,236,147,3894.79,423270.04,7.36,9.19,0.93,108.68,419375.25
2026-07-15,Search Growth,Google Ads,E-commerce,South,Small Business,Tablet,102555,7986,614,331,283,6257.86,825698.25,7.79,7.69,0.78,131.95,819440.39
2026-07-15,Creator Campaign,Instagram,Retail,East,Returning Customers,Tablet,34450,1679,90,55,35,3030.28,126313.88,4.87,5.36,1.8,41.68,123283.6
2026-07-15,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Desktop,37829,1440,154,66,88,1888.64,318033.25,3.81,10.69,1.31,168.39,316144.61
2026-07-15,Festive Offers,Google Ads,E-commerce,North,High Value,Mobile,38723,2893,110,64,46,5827.85,151799.92,7.47,3.8,2.01,26.05,145972.07
2026-07-15,Brand Awareness,Facebook,Retail,West,Returning Customers,Desktop,47935,1301,93,56,37,1768.53,97622.5,2.71,7.15,1.36,55.2,95853.97
2026-07-15,Product Launch,Instagram,Technology,South,New Customers,Mobile,82360,2419,103,43,60,1777.87,155996.21,2.94,4.26,0.73,87.74,154218.34
2026-07-15,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Tablet,60846,2286,76,39,37,3677.69,73478.57,3.76,3.32,1.61,19.98,69800.88
2026-07-16,Summer Sale,Facebook,Retail,North,Small Business,Tablet,74852,5082,160,116,44,4257.64,348941.82,6.79,3.15,0.84,81.96,344684.18
2026-07-16,Search Growth,Google Ads,E-commerce,South,Small Business,Desktop,30982,1510,83,38,45,1785.64,138269.45,4.87,5.5,1.18,77.43,136483.81
2026-07-16,Creator Campaign,Instagram,Retail,East,New Customers,Desktop,38181,2095,83,60,23,2635.33,58170.46,5.49,3.96,1.26,22.07,55535.13
2026-07-16,B2B Lead Generation,LinkedIn,B2B,West,High Value,Mobile,20698,1165,50,18,32,853.23,40202.0,5.63,4.29,0.73,47.12,39348.77
2026-07-16,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Mobile,76514,4905,163,72,91,3239.42,239150.71,6.41,3.32,0.66,73.83,235911.29
2026-07-16,Brand Awareness,Facebook,Retail,West,Small Business,Tablet,38614,1131,51,38,13,2646.37,111346.96,2.93,4.51,2.34,42.08,108700.59
2026-07-16,Product Launch,Instagram,Technology,South,Returning Customers,Tablet,61274,1828,101,39,62,2025.13,47946.87,2.98,5.53,1.11,23.68,45921.74
2026-07-16,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Mobile,36741,1667,70,48,22,3102.96,75246.66,4.54,4.2,1.86,24.25,72143.7
2026-07-17,Summer Sale,Facebook,Retail,North,High Value,Mobile,45121,1626,117,69,48,1718.21,85733.22,3.6,7.2,1.06,49.9,84015.01
2026-07-17,Search Growth,Google Ads,E-commerce,South,High Value,Mobile,46957,1659,188,107,81,1223.66,270533.73,3.53,11.33,0.74,221.09,269310.07
2026-07-17,Creator Campaign,Instagram,Retail,East,Returning Customers,Desktop,72133,2183,204,97,107,1675.94,160838.57,3.03,9.34,0.77,95.97,159162.63
2026-07-17,B2B Lead Generation,LinkedIn,B2B,West,High Value,Tablet,66141,4814,553,299,254,3063.54,890392.29,7.28,11.49,0.64,290.64,887328.75
2026-07-17,Festive Offers,Google Ads,E-commerce,North,High Value,Desktop,50867,2355,202,102,100,3819.69,134741.0,4.63,8.58,1.62,35.28,130921.31
2026-07-17,Brand Awareness,Facebook,Retail,West,High Value,Mobile,34649,2626,160,104,56,4179.12,195869.09,7.58,6.09,1.59,46.87,191689.97
2026-07-17,Product Launch,Instagram,Technology,South,Small Business,Mobile,71965,3874,192,95,97,2045.07,175465.97,5.38,4.96,0.53,85.8,173420.9
2026-07-17,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Tablet,51609,4230,374,254,120,2494.8,461907.27,8.2,8.84,0.59,185.15,459412.47
2026-07-18,Summer Sale,Facebook,Retail,North,Returning Customers,Tablet,34635,2847,178,112,66,5448.45,381264.39,8.22,6.25,1.91,69.98,375815.94
2026-07-18,Search Growth,Google Ads,E-commerce,South,Small Business,Tablet,36606,2202,79,49,30,6058.64,74441.82,6.02,3.59,2.75,12.29,68383.18
2026-07-18,Creator Campaign,Instagram,Retail,East,New Customers,Tablet,77108,3745,323,116,207,2578.64,244166.41,4.86,8.62,0.69,94.69,241587.77
2026-07-18,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Mobile,36395,2327,185,92,93,1159.97,229162.0,6.39,7.95,0.5,197.56,228002.03
2026-07-18,Festive Offers,Google Ads,E-commerce,North,High Value,Mobile,42573,1855,141,84,57,5901.19,196516.35,4.36,7.6,3.18,33.3,190615.16
2026-07-18,Brand Awareness,Facebook,Retail,West,New Customers,Mobile,18443,658,22,9,13,3933.99,42082.96,3.57,3.34,5.98,10.7,38148.97
2026-07-18,Product Launch,Instagram,Technology,South,Returning Customers,Desktop,33025,1996,167,78,89,4396.06,339692.58,6.04,8.37,2.2,77.27,335296.52
2026-07-18,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Tablet,48304,2829,152,96,56,3791.69,93798.59,5.86,5.37,1.34,24.74,90006.9
2026-07-19,Summer Sale,Facebook,Retail,North,Small Business,Desktop,71065,3987,221,121,100,5607.79,397560.88,5.61,5.54,1.41,70.89,391953.09
2026-07-19,Search Growth,Google Ads,E-commerce,South,High Value,Tablet,97995,4024,325,176,149,6551.39,327103.69,4.11,8.08,1.63,49.93,320552.3
2026-07-19,Creator Campaign,Instagram,Retail,East,Small Business,Tablet,53332,4171,256,142,114,5209.06,183549.39,7.82,6.14,1.25,35.24,178340.33
2026-07-19,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Desktop,40756,2971,330,171,159,3367.58,510486.38,7.29,11.11,1.13,151.59,507118.8
2026-07-19,Festive Offers,Google Ads,E-commerce,North,High Value,Desktop,29597,776,56,37,19,5529.96,94708.85,2.62,7.22,7.13,17.13,89178.89
2026-07-19,Brand Awareness,Facebook,Retail,West,New Customers,Mobile,39857,2261,63,28,35,2284.55,80654.37,5.67,2.79,1.01,35.3,78369.82
2026-07-19,Product Launch,Instagram,Technology,South,High Value,Desktop,24651,1259,81,42,39,2089.93,112687.46,5.11,6.43,1.66,53.92,110597.53
2026-07-19,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Mobile,37911,2269,58,30,28,3792.71,33315.37,5.99,2.56,1.67,8.78,29522.66
2026-07-20,Summer Sale,Facebook,Retail,North,High Value,Tablet,77850,3255,347,155,192,3123.03,544034.31,4.18,10.66,0.96,174.2,540911.28
2026-07-20,Search Growth,Google Ads,E-commerce,South,Returning Customers,Tablet,22214,1094,83,52,31,3922.87,177082.59,4.92,7.59,3.59,45.14,173159.72
2026-07-20,Creator Campaign,Instagram,Retail,East,Returning Customers,Tablet,32298,2336,181,110,71,3454.63,393719.0,7.23,7.75,1.48,113.97,390264.37
2026-07-20,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Tablet,65928,4519,167,119,48,3245.79,216691.23,6.85,3.7,0.72,66.76,213445.44
2026-07-20,Festive Offers,Google Ads,E-commerce,North,New Customers,Tablet,73502,2428,76,48,28,3527.71,44942.64,3.3,3.13,1.45,12.74,41414.93
2026-07-20,Brand Awareness,Facebook,Retail,West,High Value,Mobile,50783,3816,196,137,59,2872.69,128495.53,7.51,5.14,0.75,44.73,125622.84
2026-07-20,Product Launch,Instagram,Technology,South,New Customers,Tablet,90330,3369,342,221,121,1328.7,521634.86,3.73,10.15,0.39,392.59,520306.16
2026-07-20,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Desktop,53498,1947,60,37,23,2140.7,48260.96,3.64,3.08,1.1,22.54,46120.26
2026-07-21,Summer Sale,Facebook,Retail,North,Returning Customers,Mobile,23941,761,60,22,38,1908.62,98293.49,3.18,7.88,2.51,51.5,96384.87
2026-07-21,Search Growth,Google Ads,E-commerce,South,Small Business,Mobile,119059,7866,332,136,196,1036.33,343722.94,6.61,4.22,0.13,331.67,342686.61
2026-07-21,Creator Campaign,Instagram,Retail,East,Small Business,Tablet,54597,3340,139,102,37,3203.37,124768.64,6.12,4.16,0.96,38.95,121565.27
2026-07-21,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Tablet,13964,962,94,47,47,817.91,70572.51,6.89,9.77,0.85,86.28,69754.6
2026-07-21,Festive Offers,Google Ads,E-commerce,North,High Value,Desktop,57051,3669,364,201,163,5376.24,467193.25,6.43,9.92,1.47,86.9,461817.01
2026-07-21,Brand Awareness,Facebook,Retail,West,Returning Customers,Desktop,61965,2528,268,179,89,719.8,212416.88,4.08,10.6,0.28,295.11,211697.08
2026-07-21,Product Launch,Instagram,Technology,South,New Customers,Desktop,39640,1435,108,39,69,5237.84,61952.99,3.62,7.53,3.65,11.83,56715.15
2026-07-21,Enterprise Outreach,LinkedIn,B2B,East,High Value,Tablet,37415,3081,158,73,85,3978.01,316543.85,8.23,5.13,1.29,79.57,312565.84
2026-07-22,Summer Sale,Facebook,Retail,North,High Value,Desktop,101593,5659,368,240,128,5537.3,676343.15,5.57,6.5,0.98,122.14,670805.85
2026-07-22,Search Growth,Google Ads,E-commerce,South,High Value,Desktop,121323,6516,662,242,420,6533.86,543041.59,5.37,10.16,1.0,83.11,536507.73
2026-07-22,Creator Campaign,Instagram,Retail,East,Small Business,Tablet,81183,3437,314,187,127,698.51,336572.76,4.23,9.14,0.2,481.84,335874.25
2026-07-22,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Desktop,19784,1558,62,46,16,4053.61,51378.24,7.88,3.98,2.6,12.67,47324.63
2026-07-22,Festive Offers,Google Ads,E-commerce,North,New Customers,Mobile,34250,990,31,15,16,4061.21,57869.67,2.89,3.13,4.1,14.25,53808.46
2026-07-22,Brand Awareness,Facebook,Retail,West,New Customers,Tablet,43525,2627,198,125,73,3602.43,252573.75,6.04,7.54,1.37,70.11,248971.32
2026-07-22,Product Launch,Instagram,Technology,South,Returning Customers,Mobile,42718,1099,40,29,11,3692.55,42098.05,2.57,3.64,3.36,11.4,38405.5
2026-07-22,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Desktop,46543,2616,263,92,171,1455.92,495634.66,5.62,10.05,0.56,340.43,494178.74
2026-07-23,Summer Sale,Facebook,Retail,North,Small Business,Mobile,57937,4187,444,253,191,3126.46,840233.66,7.23,10.6,0.75,268.75,837107.2
2026-07-23,Search Growth,Google Ads,E-commerce,South,Returning Customers,Tablet,82876,2364,104,67,37,4515.25,57501.79,2.85,4.4,1.91,12.74,52986.54
2026-07-23,Creator Campaign,Instagram,Retail,East,Small Business,Tablet,30674,954,109,74,35,973.35,139476.22,3.11,11.43,1.02,143.3,138502.87
2026-07-23,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Mobile,16218,423,11,4,7,2523.28,20573.24,2.61,2.6,5.97,8.15,18049.96
2026-07-23,Festive Offers,Google Ads,E-commerce,North,High Value,Tablet,76116,2972,280,196,84,6046.99,501356.37,3.9,9.42,2.03,82.91,495309.38
2026-07-23,Brand Awareness,Facebook,Retail,West,Returning Customers,Tablet,48571,3639,154,57,97,925.26,246079.36,7.49,4.23,0.25,265.96,245154.1
2026-07-23,Product Launch,Instagram,Technology,South,High Value,Tablet,36261,2978,163,72,91,3336.92,284917.18,8.21,5.47,1.12,85.38,281580.26
2026-07-23,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Desktop,41728,2694,317,171,146,3205.93,208183.09,6.46,11.77,1.19,64.94,204977.16
2026-07-24,Summer Sale,Facebook,Retail,North,New Customers,Tablet,57520,2928,152,63,89,1524.45,204603.15,5.09,5.19,0.52,134.21,203078.7
2026-07-24,Search Growth,Google Ads,E-commerce,South,Small Business,Desktop,80041,2815,263,94,169,2210.17,530865.22,3.52,9.34,0.79,240.19,528655.05
2026-07-24,Creator Campaign,Instagram,Retail,East,Returning Customers,Desktop,69572,2678,186,87,99,4504.61,381622.73,3.85,6.95,1.68,84.72,377118.12
2026-07-24,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Desktop,21254,1449,116,64,52,1331.9,206540.04,6.82,8.01,0.92,155.07,205208.14
2026-07-24,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Tablet,21475,1102,46,30,16,4980.97,33339.41,5.13,4.17,4.52,6.69,28358.44
2026-07-24,Brand Awareness,Facebook,Retail,West,High Value,Tablet,67365,4701,126,74,52,1809.94,159968.47,6.98,2.68,0.39,88.38,158158.53
2026-07-24,Product Launch,Instagram,Technology,South,Returning Customers,Mobile,55691,4316,174,112,62,2730.36,94219.87,7.75,4.03,0.63,34.51,91489.51
2026-07-24,Enterprise Outreach,LinkedIn,B2B,East,High Value,Desktop,19723,797,78,27,51,2449.98,37007.28,4.04,9.79,3.07,15.11,34557.3
2026-07-25,Summer Sale,Facebook,Retail,North,Returning Customers,Desktop,43890,1572,130,65,65,2155.79,193227.13,3.58,8.27,1.37,89.63,191071.34
2026-07-25,Search Growth,Google Ads,E-commerce,South,Small Business,Tablet,39156,1303,61,43,18,1138.31,60342.55,3.33,4.68,0.87,53.01,59204.24
2026-07-25,Creator Campaign,Instagram,Retail,East,Returning Customers,Desktop,21379,1273,100,46,54,4444.04,86350.77,5.95,7.86,3.49,19.43,81906.73
2026-07-25,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Desktop,30106,826,45,17,28,3931.19,92069.03,2.74,5.45,4.76,23.42,88137.84
2026-07-25,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Desktop,76281,4146,322,238,84,916.83,619503.51,5.44,7.77,0.22,675.7,618586.68
2026-07-25,Brand Awareness,Facebook,Retail,West,Returning Customers,Mobile,57604,3722,279,162,117,2074.06,198288.42,6.46,7.5,0.56,95.6,196214.36
2026-07-25,Product Launch,Instagram,Technology,South,Small Business,Tablet,74630,3750,241,101,140,2497.46,517275.0,5.02,6.43,0.67,207.12,514777.54
2026-07-25,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Mobile,19761,690,60,42,18,4095.82,51724.89,3.49,8.7,5.94,12.63,47629.07
2026-07-26,Summer Sale,Facebook,Retail,North,High Value,Desktop,19725,541,38,16,22,4610.32,52765.27,2.74,7.02,8.52,11.45,48154.95
2026-07-26,Search Growth,Google Ads,E-commerce,South,Returning Customers,Tablet,104134,8664,594,265,329,5065.76,1088934.59,8.32,6.86,0.58,214.96,1083868.83
2026-07-26,Creator Campaign,Instagram,Retail,East,Returning Customers,Tablet,58141,4159,148,82,66,1980.04,204807.56,7.15,3.56,0.48,103.44,202827.52
